"REMARKS","RUNWAY","DIRECTION","AIRPORT","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","RWYLOCATION","UASLOCATION","DATASET"
"Reported a UAS while SW bound at 800 feet off the right side on a 3 NM final to RWY 04R. No evasive action taken. Nj State Police notified at.","['rwy04r']","['3 NM ']","[]","6/20/2018","3:35","2018-06-20T03:35Z","SKV7740","DEN","UAS",NA,"EWR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","EWR","RUNWAY"
"Reported a UAS off the right side at 1,600 feet, 3.5 NM off the departure end of RWY 27R at SFB. No evasive action taken. Seminole Co Sheriff notified at.","['rwy27r']","['5 NM ']","['27R', 'SFB']","6/21/2018","3:00","2018-06-21T03:00Z","N1999E","DEN","UAS",NA,"SFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27R","SFB","RUNWAY"
"Reported a UAS 200 feet below aircraft while on a 1 NM final to RWY 32 at 1,000 feet. No evasive action taken. Myrna Arpt Office Of Safety notified at.","['rwy32 ']","['1 NM ']","[]","6/22/2018","5:09","2018-06-22T05:09Z","CASH11","DEN","UAS",NA,"MQY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 32","MQY","RUNWAY"
"Reported a UAS 100 feet below aircraft while WSW bound at 2,400 feet, on an 8 NM final to RWY 25L. No evasive action taken. LAX airport operations notified at.","['rwy25l']","['8 NM ']","['LAX']","6/23/2018","4:46","2018-06-23T04:46Z","NAX7091","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"Reported a black and red UAS 200 feet above aircraft while SSE bound at 1,600 feet on a 5 NM final to RWY 15. No evasive action taken. Charleston Aviation Authority notified at.","['rwy15 ']","['5 NM ']","[]","6/24/2018","0:21","2018-06-24T00:21Z","AAL2646","DEN","UAS",NA,"CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","CHS","RUNWAY"
"PIC reported a white quad-copter below and to the right while on a 5 NM final to RWY 25L at 1,200 feet. No evasive action reported. LA County Sheriff notified at.","['rwy25l']","['5 NM ']","[]","6/24/2018","7:30","2018-06-24T07:30Z","VOI924","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"Aircraftreported UASwhile from 2,600 to 5,000 feet on a 15 NM final for RWY 24RtoLAX. No evasive action taken. LAPD Air Unitnotified. Multiple Aircraft reported the UAS.","['rwy24r']","['15 NM ']","['24R', 'LAX']","7/3/2018","9:31","2018-07-03T09:31Z","CPZ5847","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","NCT","RUNWAY"
"Reported a UAS at 300 feet on final to RWY 13L. No evasive action taken. San Antonio PD notified at.","['rwy13l']","[]","[]","7/3/2018","23:21","2018-07-03T23:21Z","N101HL","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13L","SAT","RUNWAY"
"PIC observed a UAS on the left side of aircraft while on 1.5 NM final RWY 10L. The UAS was operating over the Columbia river at 500FT. Law enforcement notification not reported. ","['rwy10l']","['5 NM ']","['00F']","7/5/2018","5:42","2018-07-05T05:42Z","DAL37","DEN","UAS",NA,"PDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 10L","PDX","RUNWAY"
"PIC reported a UAS 100 feet from Aircraft while SW bound at 50 feet on short final to RWY 22. No evasive action taken. NYPD Aviation Unit notified at.","['rwy22 ']","[]","[]","7/5/2018","21:41","2018-07-05T21:41Z","DAL1929","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22","LGA","RUNWAY"
"Reported observing a gold UAS operating 200 feet below and off of the left side while at 500 feet on a 2.5 NM final to RWY 22L. No evasive action taken. NYPD Aviation notified at. ","['rwy22l']","[]","[]","7/6/2018","4:51","2018-07-06T04:51Z","UAE205","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22L","JFK","RUNWAY"
"Reported observing a UAS at 2,000 feet while on a 6 NM final to RWY 25L. No evasive action taken. LAX Airport PD notified at.","['rwy25l']","[]","['LAX']","7/6/2018","5:40","2018-07-06T05:40Z","CPZ6079","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"Reported observing a UAS operating 100 feet below while Ebound at 1,200 feet in a turn to downwind for base to RWY 28R. No evasive action taken. LEO was notified. ","['rwy28r']","[]","[]","7/6/2018","5:50","2018-07-06T05:50Z","N4922D","DEN","UAS",NA,"MGM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28R","MGM","RUNWAY"
"PIC reported passing two quad copter UAS at approx. 800FT on 5 NM final RWY 16. Closest proximity 700FT vertical. No evasive action taken. Buffalo grove police notified at.","['rwy16 ']","[]","['00F', '00F']","7/7/2018","5:41","2018-07-07T05:41Z","N80BL","DEN","UAS",NA,"PWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 16","PWK","RUNWAY"
"Reported observing a red UAS operating 200 feet below off of the right side while WSW bound at 2,600 feet on an 8 NM final to RWY 24R. No evasive action taken. LAX Airport Operations Division notified at. ","['rwy24r']","[]","['24R', 'LAX']","7/7/2018","5:48","2018-07-07T05:48Z","VIR7B","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"PIC reported a UAS 2 NM from Aircraft while on final to RWY 12R. No evasive action taken. LEO not notified. No additional INFO provided.","['rwy12r']","['2 NM ']","['INF']","7/7/2018","7:52","2018-07-07T07:52Z","BMJ51","DEN","UAS",NA,"MSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12R","MSP","RUNWAY"
"PIC reported a UAS while NE bound at 1800FT on final for RWY 04 to LGA. No evasive action taken. LEO not notified. ","['rwy04 ']","[]","['00F', 'LGA']","7/8/2018","0:13","2018-07-08T00:13Z","EDV5083","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04","LGA","RUNWAY"
"PIC reported a blue UAS 1000FT below while SE bound at 3000FT on final to RWY 13L to JFK. No evasive action taken. NYPD notified at.","['rwy13l']","[]","['00F', '00F', 'JFK']","7/8/2018","1:37","2018-07-08T01:37Z","JBU224","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13L","JFK","RUNWAY"
"PIC reported a small black UAS while on short final RWY 12L at 500FT. Closest proximity to aircraft not reported. No evasive action was taken. Saint Louis PD notified at. ","['rwy12l']","[]","['00F']","7/8/2018","5:11","2018-07-08T05:11Z","CTO924","DEN","UAS",NA,"STL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12L","STL","RUNWAY"
"PIC reported a UAS 200-300 feet below while turning base legto RWY 11. No evasive action taken. LEO notification not reported. ","['rwy11 ']","[]","[]","7/9/2018","7:05","2018-07-09T07:05Z","N1107D","DEN","UAS",NA,"BED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 11","BED","RUNWAY"
"PIC reported a UAS while SW bound at 2,000 feet after departing RWY 24. No evasive action taken. N Shore Police notified at.","['rwy24 ']","[]","[]","7/9/2018","7:34","2018-07-09T07:34Z","C6560","DEN","UAS",NA,"MKG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","MKG","RUNWAY"
"Reported observing a black UAS off of the left side while Nbound at 600 feet on a 2 NM final to RWY 02. No evasive action taken. Jefferson County Parrish notified at. ","['rwy02 ']","[]","[]","7/10/2018","21:56","2018-07-10T21:56Z","NKS815","DEN","UAS",NA,"MSY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 02","MSY","RUNWAY"
"PIC reported a white UAS off left side at 1,500-1,600FT on final to RWY 28R. No evasive action taken. Pittsburgh police were notified. No phone number provided.","['rwy28r']","[]","['00F']","7/11/2018","3:26","2018-07-11T03:26Z","FDY757","DEN","UAS",NA,"PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28R","PIT","RUNWAY"
"Law enforcement helicopter was on acall holding on a 2 NM final to RWY 02 at 1,300 feet. PIC noticed a UAS operating 100 feet below their Aircraft and watched the UAS operator land the UAS and go intoan apartment. Ground units were dispatched to the apartment, Concord PD confiscated the UAS and have the operator's info.","['rwy02 ']","['2 NM ']","[]","7/12/2018","7:55","2018-07-12T07:55Z","SNOOPY1","DEN","UAS",NA,"JQF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 02","JQF","RUNWAY"
"Aircraft reported two black quad-copter UAS off the right side, 200 feet above,while at 2,500 on 6 NMfinal RWY 04R to EWR. No evasive action taken. NJ State PDnotified at.","['rwy04r']","[]","['EWR']","7/13/2018","0:17","2018-07-13T00:17Z","MTN8313","DEN","UAS",NA,"EWR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","EWR","RUNWAY"
"Aircraft reporteda 2 foot diameter, white quadcopter, UASapproximately 200 feetoff left side while at 1700 feet on 5 NM final RWY 28C at ORD.City Command Center notified at. PIC advised ORD ATCT he intended to file ASAP and NM AC report. ","['rwy28c']","['5 NM ']","['ORD', 'ORD', 'TCT']","7/13/2018","3:47","2018-07-13T03:47Z","SKW3115","DEN","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28C","ORD","RUNWAY"
"LATE NOTIFICATION: SFO ATCTfiled MOR advising the Airfield Safety Officers found a drone on the N end of RWY 01Ron 7/11/2018 during a monthly engineering material arresting system inspection.The ATCT was not notifiedon 7/11/2018.","['rwy01r']","[]","['TIF', 'SFO', 'TCT', 'MOR', 'TCT']","7/13/2018","4:03","2018-07-13T04:03Z",NA,"DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01R","WOC","RUNWAY"
"PIC reported a white UAS 300 feet below off right side while N bound at 1,000 on a 3.5 NM final to RWY 35R. No evasive action taken. Orange County Sheriff notified at.","['rwy35r']","['5 NM ']","[]","7/13/2018","22:56","2018-07-13T22:56Z","JBU730","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35R","MCO","RUNWAY"
"PIC reported 4 rotor UAS 100FT off the 12 o'clock position heading to their 3 o'clock at 3,200FT while on final RWY 24 at Wings Field ARPT. No evasive actionreported. LEO notification not reported.","['rwy24 ']","[]","['00F', '00F']","7/14/2018","23:58","2018-07-14T23:58Z","N914AS","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","PHL","RUNWAY"
"PIC reported a white quad-copter UAS off right side at 1,500 feet on 5 NM final to RWY 24R. No evasive action taken. LEO notified, phone number not provided.","['rwy24r']","['5 NM ']","['24R']","7/15/2018","2:01","2018-07-15T02:01Z","WJA1510","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"PIC reported a black quad-copter UAS while SE bound at 2,200 feet on a 6 NM final to RWY 13R. No evasive action taken. DFW Airport DPS notified at.","['rwy13r']","['6 NM ']","['13R', 'DFW']","7/15/2018","4:18","2018-07-15T04:18Z","GAJ854","DEN","UAS",NA,"DFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13R","DFW","RUNWAY"
"PIC reported a black quad-copter UAS while W bound at 2,700 feet on a 6 NM final to RWY 27L. No evasive action taken. LEO not notified. ","['rwy27l']","['6 NM ']","[]","7/15/2018","4:56","2018-07-15T04:56Z","SKW5567","DEN","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27L","ORD","RUNWAY"
"PIC reported a UAS 1 NM off left side at 1,200 feet while on 1 NM final to RWY 18. No evasive action taken. LEO not notified.","['rwy18 ']","['1 NM ', '1 NM ']","[]","7/15/2018","23:38","2018-07-15T23:38Z","N2260M","DEN","UAS",NA,"DTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18","DTO","RUNWAY"
"PIC reported a large white UAS while SE bound at 500 feet on short final to RWY 21L. No evasive action taken. DTW Airport Police notified at.","['rwy21l']","[]","['DTW']","7/16/2018","0:08","2018-07-16T00:08Z","GJS6206","DEN","UAS",NA,"DTW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 21L","DTW","RUNWAY"
"PIC reported a black UAS 500 feet below while on a 3 NM final to RWY 06. No evasive action taken. LEO not notified.","['rwy06 ']","['3 NM ']","[]","7/16/2018","0:20","2018-07-16T00:20Z","N335RJ","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 06","BHM","RUNWAY"
"PIC reported a silver UAS 100 feet above while E bound at 5,000 feet on downwind for RWY 07R. No evasive action taken. FBI notified at.","['rwy07r']","[]","['07R']","7/16/2018","0:29","2018-07-16T00:29Z","SKW5775","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 07R","C90","RUNWAY"
"PIC reported a black quad-copter at 1,800 feet while W bound on final to RWY 25L. No evasive action taken. LAX Airport OPS notified at.","['rwy25l']","[]","['LAX']","7/16/2018","5:44","2018-07-16T05:44Z","SUN425","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"Reported observing a UAS operating 200 feet below while NE bound at 1,400 feet on downwind to RWY 05. No evasive action taken. Waukegan PD notified at. ","['rwy05 ']","[]","[]","7/19/2018","8:53","2018-07-19T08:53Z","N4335K","DEN","UAS",NA,"UGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 05","UGN","RUNWAY"
"Reported observing a UAS off of the left side while Wbound at 1,900 feet on a 3 NM final to RWY 27. No evasive action taken. Willow Run Airport PD notified at. ","['rwy27 ']","[]","[]","7/19/2018","9:22","2018-07-19T09:22Z","N719HG","DEN","UAS",NA,"YIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","YIP","RUNWAY"
"PIC reported a UAS pass overhead while ENE bound at 700FT on 1 NM final RWY 06 to Vineyard Haven. No evasive action reported. LEO notification not reported.","['rwy06 ']","['1 NM ']","['00F']","7/20/2018","1:33","2018-07-20T01:33Z","KAP53","DEN","UAS",NA,"MVY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 06","MVY","RUNWAY"
"PIC reported UAS above Aircraft while descending through 1,300FT on 2 NM final to RWY 36. No evasive action taken. ARPT manager was notified.","['rwy36 ']","['2 NM ']","['00F']","7/22/2018","3:03","2018-07-22T03:03Z","N5095G","DEN","UAS",NA,"MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","MSN","RUNWAY"
"PIC reported a 4 rotor white UAS with black markings. Passed 500FT off left side of Aircraft at same altitude while N bound at 1,500FT on 2.5 NM final for RWY 36L at MEM. No evasive action taken. S Haven PD notified at.","['rwy36l']","['5 NM ']","['00F', '00F', 'MEM']","7/22/2018","5:31","2018-07-22T05:31Z","DAL713","DEN","UAS",NA,"MEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36L","MEM","RUNWAY"
"Reported observing a large black UAS operating within 25 feet of the aircraft while on a five NM final to RWY 22 at 2,000 feet. No evasive action taken. Houston PD notified at. ","['rwy22 ']","[]","[]","7/23/2018","1:00","2018-07-23T01:00Z","N525KY","DEN","UAS",NA,"HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22","HOU","RUNWAY"
"Pilot reported a possible UAS off right side 1 NM NM off the departure end of RWY 34R. UASwas not visible from the Tower. BFI ATCTwas notified and no subsequent departures reported the UAS. No evasive action taken. Law enforcement notification was not reported. ","['rwy34r']","['1 NM ']","['34R', 'BFI', 'TCT']","7/23/2018","6:19","2018-07-23T06:19Z","DAL198","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34R","WOC","RUNWAY"
"Reported sighting a black UAS operating at 1,000 feet while on a 4 NM final to RWY 33. No evasive action taken. Mobile PD notified. ","['rwy33 ']","[]","[]","7/24/2018","0:22","2018-07-24T00:22Z","TEXN200","DEN","UAS",NA,"MOB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 33","MOB","RUNWAY"
"PIC reported a UAS in close proximity while on a 4 NM final descent to RWY 36. Pilot made slight deviation to avoid UAS. Collin County Sheriff notified at.","['rwy36 ']","['4 NM ']","[]","7/25/2018","3:23","2018-07-25T03:23Z","N1414P","DEN","UAS",NA,"DFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","DFW","RUNWAY"
"PIC reported a single rotor gray UAS, 2-3FT diameter, at 12 o'clock position, 3,000FT while E bound on 5 NM final RWY 08 PHX. No evasive action taken. PHX PD notified at.","['rwy08 ']","['5 NM ']","['00F', 'PHX', 'PHX']","7/25/2018","21:00","2018-07-25T21:00Z","ASH5835","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08","P50","RUNWAY"
"Reported observing a black and white Quad-copter UAS while NW bound at 3,100 feet on a 6 NM final to RWY 32R. No evasive action taken. DTW Airport PD notified at. ","['rwy32r']","[]","['DTW']","7/26/2018","6:39","2018-07-26T06:39Z","GJS6244","DEN","UAS",NA,"D21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 32R","D21","RUNWAY"
"Reported observing a UAS near the approach lights to RWY 24 prior to departure. No evasive action taken. Yarmouth PD notified at. ","['rwy24 ']","[]","[]","7/27/2018","4:35","2018-07-27T04:35Z","N21AU","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","ZBW","RUNWAY"
"Reported a UAS at 1,000 feet on a 1 NM final to RWY 29. No evasive action taken. LEO notification not reported. ","['rwy29 ']","['1 NM ']","[]","7/30/2018","1:25","2018-07-30T01:25Z","LXJ415","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 29","ZBW","RUNWAY"
"Reported observing a small white UAS operating 500 feet below while at 1,000 feet on approach to RWY 13R. No evasive action taken. NYPD Aviation Unit notified. ","['rwy13r']","[]","['13R']","7/30/2018","5:37","2018-07-30T05:37Z","DAL409","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13R","N90","RUNWAY"
"Reported observing a white UAS while on final to RWY 16R. Evasive action not reported. LAPD Air Support Unit notified and a PD HELO was dispatched to the vicinity. ","['rwy16r']","[]","['ELO']","8/6/2018","6:39","2018-08-06T06:39Z","N555DH","DEN","UAS",NA,"VNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 16R","VNY","RUNWAY"
"PIC reported a black UAS at 800 feet on their left side while on approach to RWY 08. No evasive action taken. LEO notification not reported. ","['rwy08 ']","[]","[]","8/6/2018","22:30","2018-08-06T22:30Z","JBU1347","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08","SJU","RUNWAY"
"Pilot reported a black UAS at 1,200 feet, 100-200 feet W of the RDW for RWY 34. No evasive action. LEO notification not reported.","['rwy34 ']","[]","[]","8/6/2018","23:31","2018-08-06T23:31Z","N950LL","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34","WOC","RUNWAY"
"Pilot reported on departure from RWY 24L of being over-flown by a red UAS. No evasive action taken. LEO notified (no phone number provided). ","['rwy24l']","[]","[]","8/8/2018","0:19","2018-08-08T00:19Z","WJA1701","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24L","WOC","RUNWAY"
"Ground personnel reported a gray UAS maneuvering at approximately 20 feetin the VCNTY of the departure end of RWY 08. No impact to operations. LEOnotification not reported. ","['rwy08 ']","[]","[]","8/9/2018","5:48","2018-08-09T05:48Z",NA,"DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08","SJU","RUNWAY"
"PIC reported a UAS was following Aircraft while W bound at 4,000 feet on 10 NM final to RWY 27. No evasive action taken. San Diego Harbor Police notified at. ","['rwy27 ']","['10 NM ']","[]","8/11/2018","4:07","2018-08-11T04:07Z","SWA2130","DEN","UAS",NA,"SAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","SAN","RUNWAY"
"PIC reported passing a UAS while on final to RWY 23R. No other details reported. No evasive action reported.Guillford County Police notified, phone number not provided. ","['rwy23r']","[]","['23R']","8/12/2018","1:21","2018-08-12T01:21Z","ENY3619","DEN","UAS",NA,"GSO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 23R","GSO","RUNWAY"
"Aircraft reporteda UAS passing off the right side while on a 10 NM final RWY 04 at 2,000 feet. No evasive action was taken. New Jersey State Police notified at.","['rwy04 ']","[]","[]","8/13/2018","4:38","2018-08-13T04:38Z","ASA8","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04","N90","RUNWAY"
"PIC reported a small quad copter UAS 50FT above Aircraft while ENE bound at 150FT on final RWY 06L. No evasive action taken. Cleveland city operations law enforcement notified at.","['rwy06l']","[]","['50F', '50F']","8/14/2018","2:49","2018-08-14T02:49Z","GAJ874","DEN","UAS",NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 06L","CLE","RUNWAY"
"Klamath ATCT advised the airport managerof unidentified UAS operating near the approach end of RWY 14. Multiple aircraft operating in the pattern but no impact to operations. No evasive action taken. Klamath Sheriff office notified.","['rwy14 ']","[]","['TCT']","8/14/2018","3:37","2018-08-14T03:37Z",NA,"DEN","UAS",NA,"LMT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 14","LMT","RUNWAY"
"PIC reported a white quad copter UAS pass 300FT below Aircraft while on 7 NM Final RWY 19. No evasive action taken. The Ponya PD was notified.","['rwy19 ']","['7 NM ']","['00F']","8/15/2018","0:55","2018-08-15T00:55Z","N250AK","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19","TEB","RUNWAY"
"PIC reported a UAS pass 10 feet off the left side on 10 NM final to RWY 28R. Evasive action not reported. LEO notification not reported.","['rwy28r']","['10 NM ']","[]","8/15/2018","22:38","2018-08-15T22:38Z","EIN147","DEN","UAS",NA,"SFO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28R","SFO","RUNWAY"
"PIC reported a UAS at same altitude while W bound on 6 NM final RWY 27L to ATL. No evasive action taken. ATL PD notified at.","['rwy27l']","['6 NM ']","['ATL', 'ATL']","8/15/2018","23:27","2018-08-15T23:27Z","DAL1235","DEN","UAS",NA,"ATL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27L","ATL","RUNWAY"
"PIC reported a small white quad-copter UAS with orange parachute falling from 1,000 feet while ESE bound at 1,000 feet on 5 NM final to RWY 15. No evasive action taken. Osceola County Sheriff notified at. ","['rwy15 ']","['5 NM ']","[]","8/16/2018","19:33","2018-08-16T19:33Z","N12SA","DEN","UAS",NA,"ISM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","ISM","RUNWAY"
"PIC reported a black quad copter UAS pass below and off the left side while W bound at 500FT on departure RWY 27. No evasive action taken. Wilmington PD notified at.","['rwy27 ']","[]","['00F']","8/17/2018","1:45","2018-08-17T01:45Z","N803SC","DEN","UAS",NA,"ILM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","ILM","RUNWAY"
"Pilot reported a black 3-4 foot UAS at same ALT while on a 3 NM final to RWY 09L. No Evasive action reported. Chicago PD notified. ","['rwy09l']","['3 NM ']","[]","8/19/2018","5:08","2018-08-19T05:08Z","SKW5747","DEN","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09L","ORD","RUNWAY"
"Pilot reported UAS 50 feet below Aircraft on departure from RWY 15. No evasive action taken. LEO not notified. ","['rwy15 ']","[]","[]","8/19/2018","23:30","2018-08-19T23:30Z","N888KY","DEN","UAS",NA,"IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","IND","RUNWAY"
"Reported observing a UAS while WSW bound on an 8 NM final to RWY 24. No evasive action taken. LEO was not notified. ","['rwy24 ']","[]","[]","8/20/2018","5:13","2018-08-20T05:13Z","SBE600","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24","TEB","RUNWAY"
